name,description,family,lookback,classification,cutoff,calculation_frequency,price_basis,dtype,missing_rule,directional_meaning,status,unavailable_reason
dollar_volume_mean_24,24-bar average dollar volume,volume,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_24,24-bar average high-low range,volatility,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_24,24-bar current range divided by rolling range,volatility,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_24,24-bar share positive returns,momentum,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_24,24-bar sum positive returns,momentum,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_24,24-bar sum negative returns,momentum,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_24,24-bar largest positive return,momentum,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_24,24-bar largest negative return,momentum,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_24,24-bar distance from rolling high,price_location,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_24,24-bar distance from rolling low,price_location,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_24,24-bar position in rolling range,price_location,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_24,24-bar close above prior rolling high,momentum,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_24,24-bar close below prior rolling low,momentum,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_24,24-bar short versus full-window volume,volume,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_24,24-bar short versus full-window volatility,volatility,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_24,24-bar distance from rolling VWAP,vwap,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_24,24-bar volume divided by range,volume,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_24,24-bar return multiplied by volume,volume,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_24,24-bar return divided by recent volatility,volatility,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_24,cross-sectional percentile rank of return_24,cross_sectional,24.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_24,cross-sectional percentile rank of relative_volume_24,cross_sectional,24.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_24,cross-sectional percentile rank of realized_vol_24,cross_sectional,24.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_24,cross-sectional percentile rank of range_position_24,cross_sectional,24.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_24,cross-sectional percentile rank of return_vol_ratio_24,cross_sectional,24.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_30,30-bar simple return,momentum,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_30,30-bar log return,momentum,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_30,30-bar return standard deviation,volatility,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_30,30-bar downside volatility,volatility,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_30,30-bar upside volatility,volatility,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_30,30-bar return divided by volatility,momentum,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_30,30-bar volume sum,volume,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_30,30-bar average volume,volume,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_30,30-bar current volume divided by rolling mean,volume,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
dollar_volume_mean_30,30-bar average dollar volume,volume,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_30,30-bar average high-low range,volatility,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_30,30-bar current range divided by rolling range,volatility,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_30,30-bar share positive returns,momentum,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_30,30-bar sum positive returns,momentum,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_30,30-bar sum negative returns,momentum,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_30,30-bar largest positive return,momentum,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_30,30-bar largest negative return,momentum,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_30,30-bar distance from rolling high,price_location,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_30,30-bar distance from rolling low,price_location,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_30,30-bar position in rolling range,price_location,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_30,30-bar close above prior rolling high,momentum,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_30,30-bar close below prior rolling low,momentum,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_30,30-bar short versus full-window volume,volume,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_30,30-bar short versus full-window volatility,volatility,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_30,30-bar distance from rolling VWAP,vwap,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_30,30-bar volume divided by range,volume,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_30,30-bar return multiplied by volume,volume,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_30,30-bar return divided by recent volatility,volatility,30.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_30,cross-sectional percentile rank of return_30,cross_sectional,30.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_30,cross-sectional percentile rank of relative_volume_30,cross_sectional,30.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_30,cross-sectional percentile rank of realized_vol_30,cross_sectional,30.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_30,cross-sectional percentile rank of range_position_30,cross_sectional,30.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_30,cross-sectional percentile rank of return_vol_ratio_30,cross_sectional,30.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_36,36-bar simple return,momentum,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_36,36-bar log return,momentum,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_36,36-bar return standard deviation,volatility,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_36,36-bar downside volatility,volatility,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_36,36-bar upside volatility,volatility,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_36,36-bar return divided by volatility,momentum,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_36,36-bar volume sum,volume,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_36,36-bar average volume,volume,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_36,36-bar current volume divided by rolling mean,volume,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
dollar_volume_mean_36,36-bar average dollar volume,volume,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_36,36-bar average high-low range,volatility,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_36,36-bar current range divided by rolling range,volatility,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_36,36-bar share positive returns,momentum,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_36,36-bar sum positive returns,momentum,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_36,36-bar sum negative returns,momentum,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_36,36-bar largest positive return,momentum,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_36,36-bar largest negative return,momentum,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_36,36-bar distance from rolling high,price_location,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_36,36-bar distance from rolling low,price_location,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_36,36-bar position in rolling range,price_location,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_36,36-bar close above prior rolling high,momentum,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_36,36-bar close below prior rolling low,momentum,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_36,36-bar short versus full-window volume,volume,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_36,36-bar short versus full-window volatility,volatility,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_36,36-bar distance from rolling VWAP,vwap,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_36,36-bar volume divided by range,volume,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_36,36-bar return multiplied by volume,volume,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_36,36-bar return divided by recent volatility,volatility,36.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_36,cross-sectional percentile rank of return_36,cross_sectional,36.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_36,cross-sectional percentile rank of relative_volume_36,cross_sectional,36.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_36,cross-sectional percentile rank of realized_vol_36,cross_sectional,36.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_36,cross-sectional percentile rank of range_position_36,cross_sectional,36.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_36,cross-sectional percentile rank of return_vol_ratio_36,cross_sectional,36.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_48,48-bar simple return,momentum,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_48,48-bar log return,momentum,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_48,48-bar return standard deviation,volatility,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_48,48-bar downside volatility,volatility,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_48,48-bar upside volatility,volatility,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_48,48-bar return divided by volatility,momentum,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_48,48-bar volume sum,volume,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_48,48-bar average volume,volume,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_48,48-bar current volume divided by rolling mean,volume,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
dollar_volume_mean_48,48-bar average dollar volume,volume,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_48,48-bar average high-low range,volatility,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_48,48-bar current range divided by rolling range,volatility,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_48,48-bar share positive returns,momentum,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_48,48-bar sum positive returns,momentum,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_48,48-bar sum negative returns,momentum,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_48,48-bar largest positive return,momentum,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_48,48-bar largest negative return,momentum,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_48,48-bar distance from rolling high,price_location,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_48,48-bar distance from rolling low,price_location,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_48,48-bar position in rolling range,price_location,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_48,48-bar close above prior rolling high,momentum,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_48,48-bar close below prior rolling low,momentum,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_48,48-bar short versus full-window volume,volume,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_48,48-bar short versus full-window volatility,volatility,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_48,48-bar distance from rolling VWAP,vwap,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_48,48-bar volume divided by range,volume,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_48,48-bar return multiplied by volume,volume,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_48,48-bar return divided by recent volatility,volatility,48.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_48,cross-sectional percentile rank of return_48,cross_sectional,48.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_48,cross-sectional percentile rank of relative_volume_48,cross_sectional,48.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_48,cross-sectional percentile rank of realized_vol_48,cross_sectional,48.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_48,cross-sectional percentile rank of range_position_48,cross_sectional,48.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_48,cross-sectional percentile rank of return_vol_ratio_48,cross_sectional,48.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_60,60-bar simple return,momentum,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_60,60-bar log return,momentum,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_60,60-bar return standard deviation,volatility,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_60,60-bar downside volatility,volatility,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_60,60-bar upside volatility,volatility,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_60,60-bar return divided by volatility,momentum,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_60,60-bar volume sum,volume,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_60,60-bar average volume,volume,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_60,60-bar current volume divided by rolling mean,volume,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
dollar_volume_mean_60,60-bar average dollar volume,volume,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_60,60-bar average high-low range,volatility,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_60,60-bar current range divided by rolling range,volatility,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_60,60-bar share positive returns,momentum,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_60,60-bar sum positive returns,momentum,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_60,60-bar sum negative returns,momentum,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_60,60-bar largest positive return,momentum,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_60,60-bar largest negative return,momentum,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_60,60-bar distance from rolling high,price_location,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_60,60-bar distance from rolling low,price_location,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_60,60-bar position in rolling range,price_location,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_60,60-bar close above prior rolling high,momentum,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_60,60-bar close below prior rolling low,momentum,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_60,60-bar short versus full-window volume,volume,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_60,60-bar short versus full-window volatility,volatility,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_60,60-bar distance from rolling VWAP,vwap,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_60,60-bar volume divided by range,volume,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_60,60-bar return multiplied by volume,volume,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_60,60-bar return divided by recent volatility,volatility,60.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_60,cross-sectional percentile rank of return_60,cross_sectional,60.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_60,cross-sectional percentile rank of relative_volume_60,cross_sectional,60.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_60,cross-sectional percentile rank of realized_vol_60,cross_sectional,60.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_60,cross-sectional percentile rank of range_position_60,cross_sectional,60.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_60,cross-sectional percentile rank of return_vol_ratio_60,cross_sectional,60.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_78,78-bar simple return,momentum,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_78,78-bar log return,momentum,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_78,78-bar return standard deviation,volatility,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_78,78-bar downside volatility,volatility,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_78,78-bar upside volatility,volatility,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_78,78-bar return divided by volatility,momentum,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_78,78-bar volume sum,volume,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_78,78-bar average volume,volume,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_78,78-bar current volume divided by rolling mean,volume,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
dollar_volume_mean_78,78-bar average dollar volume,volume,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_78,78-bar average high-low range,volatility,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_78,78-bar current range divided by rolling range,volatility,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_78,78-bar share positive returns,momentum,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_78,78-bar sum positive returns,momentum,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_78,78-bar sum negative returns,momentum,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_78,78-bar largest positive return,momentum,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_78,78-bar largest negative return,momentum,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_78,78-bar distance from rolling high,price_location,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_78,78-bar distance from rolling low,price_location,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_78,78-bar position in rolling range,price_location,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_78,78-bar close above prior rolling high,momentum,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_78,78-bar close below prior rolling low,momentum,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_78,78-bar short versus full-window volume,volume,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_78,78-bar short versus full-window volatility,volatility,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_78,78-bar distance from rolling VWAP,vwap,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_78,78-bar volume divided by range,volume,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_78,78-bar return multiplied by volume,volume,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_78,78-bar return divided by recent volatility,volatility,78.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_78,cross-sectional percentile rank of return_78,cross_sectional,78.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_78,cross-sectional percentile rank of relative_volume_78,cross_sectional,78.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
