feature name,feature family,built status,availability start,missing rate,infinite count,minimum,maximum,median,99th percentile,corporate-action alerts
realized_vol_30,volatility,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,1.6905141819734126e-05,0.0334932878613472,0.001404507551342249,0.006237615132704377,0.0
downside_vol_30,volatility,built,2019-06-21 14:40:00+00:00,0.514990097320176,0,2.063338513380586e-07,0.029447507113218307,0.0009312329348176718,0.004643784835934639,0.0
upside_vol_30,volatility,built,2019-06-21 14:35:00+00:00,0.5114415288856703,0,3.7121213836144307e-07,0.060681767761707306,0.0009162966161966324,0.004942311905324459,0.0
return_vol_ratio_30,momentum,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,-31.498111724853516,39.515472412109375,0.1387345790863037,13.495116949081421,0.0
volume_sum_30,volume,built,2019-06-21 16:00:00+00:00,0.6066875475277131,0,31061.0,355527296.0,1538475.0,37712074.0,0.0
volume_mean_30,volume,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,1035.36669921875,11850910.0,51216.3984375,1261006.375,0.0
relative_volume_30,volume,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,0.02568066492676735,149.48509216308594,0.8832120895385742,7.471628189086914,0.0
dollar_volume_mean_30,volume,built,2019-06-21 16:00:00+00:00,0.6066875475277131,0,20492.69140625,1459732096.0,4772324.0,262190060.0,0.0
range_mean_30,volatility,built,2019-06-21 16:00:00+00:00,0.6066875475277131,0,0.004640583414584398,22.842792510986328,0.2018333375453949,2.1303025484085083,0.0
range_ratio_30,volatility,built,2019-06-21 16:00:00+00:00,0.6066875475277131,0,0.0,18.68444061279297,0.8297799825668335,2.474962890148163,0.0
return_consistency_30,momentum,built,2019-06-21 16:00:00+00:00,0.6066875475277131,0,0.03333333507180214,0.9666666388511658,0.5,0.699999988079071,0.0
positive_return_sum_30,momentum,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,6.371354538714513e-05,0.35715410113334656,0.016261562705039978,0.07621467299759388,0.0
negative_return_sum_30,momentum,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,-0.42234349250793457,-0.0001528770662844181,-0.01598365232348442,-0.004212578292936087,0.0
largest_positive_bar_30,momentum,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,3.185727837262675e-05,0.11754720658063889,0.00296150054782629,0.015330905094742775,0.0
largest_negative_bar_30,momentum,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,-0.10114344209432602,-2.1841691705049016e-05,-0.0029827519319951534,-0.0008190455264411867,0.0
distance_rolling_high_30,price_location,built,2019-06-21 16:00:00+00:00,0.6066875475277131,0,-0.2286040335893631,0.0,-0.004917450249195099,-2.0956783373549115e-05,0.0
distance_rolling_low_30,price_location,built,2019-06-21 16:00:00+00:00,0.6066875475277131,0,0.0,0.32225674390792847,0.0053787208162248135,0.04103943705558777,0.0
range_position_30,price_location,built,2019-06-21 16:00:00+00:00,0.6066875475277131,0,0.0,1.0,0.5192307829856873,0.9984958171844482,0.0
breakout_magnitude_30,momentum,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,0.0,0.11185184866189957,0.0,0.001579479139763862,0.0
breakdown_magnitude_30,momentum,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,-0.09611101448535919,0.0,0.0,0.0,0.0
volume_acceleration_30,volume,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,-0.8929117321968079,9.96221923828125,-0.057200752198696136,0.7413158863782883,0.0
volatility_acceleration_30,volatility,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,-1.0,0.43825656175613403,-0.08605121076107025,0.30272164195775986,0.0
rolling_vwap_distance_30,vwap,built,2019-06-21 16:00:00+00:00,0.6066875475277131,0,-0.1249489039182663,0.15138505399227142,0.00011067783634644002,0.015583077445626259,0.0
volume_range_ratio_30,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_30,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_30,volatility,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,-5.486102104187012,5.477995872497559,0.0,2.3569692373275757,0.0
relative_volume_prior_30,volume,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,0.02568066492676735,149.48509216308594,0.8832120895385742,7.471628189086914,0.0
relative_volume_inclusive_30,volume,built,2019-06-21 16:00:00+00:00,0.6066875475277131,0,0.026257207617163658,25.065181732177734,0.88582444190979,6.085215449333191,0.0
return_36,momentum,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,-0.21759259700775146,0.29367882013320923,0.0001978500367840752,0.034745640493929364,0.0
log_return_36,momentum,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,-0.24537968635559082,0.257489949464798,0.00019783046445809305,0.034155637361109235,0.0
realized_vol_36,volatility,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,1.785988024494145e-05,0.03065926395356655,0.001413324847817421,0.006178958085365592,0.0
downside_vol_36,volatility,built,2019-06-21 15:10:00+00:00,0.5617660341473508,0,2.826602099048614e-07,0.028717245906591415,0.0009609907865524292,0.004645866807550192,0.0
upside_vol_36,volatility,built,2019-06-21 14:50:00+00:00,0.5583761531109807,0,6.092126341172843e-07,0.060681767761707306,0.0009452326921746135,0.004959411919116974,0.0
return_vol_ratio_36,momentum,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,-33.87534713745117,42.31246566772461,0.15744462609291077,14.667188014984127,0.0
volume_sum_36,volume,built,2019-06-21 16:30:00+00:00,0.6669859953974793,0,39630.0,397478112.0,1917743.0,45357210.879999965,0.0
volume_mean_36,volume,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,1100.8333740234375,11041059.0,53146.72265625,1263707.3737499998,0.0
relative_volume_36,volume,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,0.02667774073779583,150.46234130859375,0.8943148255348206,8.030377044677731,0.0
dollar_volume_mean_36,volume,built,2019-06-21 16:30:00+00:00,0.6669859953974793,0,21070.3359375,1356643328.0,4888182.5,263911121.91999996,0.0
range_mean_36,volatility,built,2019-06-21 16:30:00+00:00,0.6669859953974793,0,0.00465819425880909,20.665515899658203,0.20025832951068878,2.0894812822341913,0.0
range_ratio_36,volatility,built,2019-06-21 16:30:00+00:00,0.6669859953974793,0,0.0,20.786062240600586,0.8213427662849426,2.526315689086914,0.0
return_consistency_36,momentum,built,2019-06-21 16:30:00+00:00,0.6669859953974793,0,0.0833333358168602,0.9722222089767456,0.5,0.6944444179534912,0.0
positive_return_sum_36,momentum,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,9.556879376759753e-05,0.4030851721763611,0.019577568396925926,0.08937030494213104,0.0
negative_return_sum_36,momentum,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,-0.45532602071762085,-0.00021839069086126983,-0.019253039732575417,-0.0054200259037315845,0.0
largest_positive_bar_36,momentum,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,3.185727837262675e-05,0.11754720658063889,0.00312443682923913,0.016181783750653267,0.0
largest_negative_bar_36,momentum,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,-0.10114344209432602,-3.185829336871393e-05,-0.0031488535460084677,-0.0008966312161646783,0.0
distance_rolling_high_36,price_location,built,2019-06-21 16:30:00+00:00,0.6669859953974793,0,-0.2392129749059677,0.0,-0.005406689830124378,-4.8681209082133196e-05,0.0
distance_rolling_low_36,price_location,built,2019-06-21 16:30:00+00:00,0.6669859953974793,0,0.0,0.30511733889579773,0.005938829854130745,0.04463564142584779,0.0
range_position_36,price_location,built,2019-06-21 16:30:00+00:00,0.6669859953974793,0,0.0,1.0,0.5205479264259338,0.9967213273048401,0.0
breakout_magnitude_36,momentum,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,0.0,0.11185184866189957,0.0,0.0014645609026774755,0.0
breakdown_magnitude_36,momentum,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,-0.09609155356884003,0.0,0.0,0.0,0.0
volume_acceleration_36,volume,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,-0.8846439123153687,8.34206485748291,-0.06891988962888718,0.693377603292465,0.0
volatility_acceleration_36,volatility,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,-0.9331939220428467,0.4334578812122345,-0.10065778344869614,0.29201048970222465,0.0
rolling_vwap_distance_36,vwap,built,2019-06-21 16:30:00+00:00,0.6669859953974793,0,-0.1444355994462967,0.13402703404426575,0.00013149995356798172,0.016857047751545902,0.0
volume_range_ratio_36,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_36,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_36,volatility,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,-5.977124214172363,5.982102870941162,0.0,2.3757404708862304,0.0
relative_volume_prior_36,volume,built,2019-06-21 16:35:00+00:00,0.6763964511970934,0,0.02667774073779583,150.46234130859375,0.8943148255348206,8.030377044677731,0.0
relative_volume_inclusive_36,volume,built,2019-06-21 16:30:00+00:00,0.6669859953974793,0,0.02852189913392067,29.293651580810547,0.894260585308075,6.653295192718504,0.0
return_48,momentum,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,-0.18725904822349548,0.3046153783798218,0.00023886300914455205,0.040699658617376976,0.0
log_return_48,momentum,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,-0.20734284818172455,0.26590827107429504,0.00023883448739070445,0.03989323519170255,0.0
realized_vol_48,volatility,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,1.9299630366731435e-05,0.026837429031729698,0.0014459312660619617,0.006119735958054634,0.0
downside_vol_48,volatility,built,2019-06-21 15:40:00+00:00,0.646275154569481,0,1.0318179192836396e-05,0.026282502338290215,0.0010238485410809517,0.004693766124546528,0.0
upside_vol_48,volatility,built,2019-06-21 15:15:00+00:00,0.6428655946209411,0,1.0258038855681662e-05,0.025658395141363144,0.0010067811235785484,0.005006960197351874,0.0
return_vol_ratio_48,momentum,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,-34.791439056396484,40.75795364379883,0.18409009277820587,16.804639854431098,0.0
volume_sum_48,volume,built,2019-06-21 17:30:00+00:00,0.770732131736165,0,57010.0,461538688.0,2728219.5,61576447.63999994,0.0
volume_mean_48,volume,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,1210.7083740234375,9615389.0,56594.0,1286318.3224999963,0.0
relative_volume_48,volume,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,0.02663249708712101,133.67140197753906,0.9525614976882935,9.181426029205243,0.0
dollar_volume_mean_48,volume,built,2019-06-21 17:30:00+00:00,0.770732131736165,0,23309.255859375,1183488256.0,5127535.5,269566199.039999,0.0
range_mean_48,volatility,built,2019-06-21 17:30:00+00:00,0.770732131736165,0,0.005151354242116213,15.308720588684082,0.2010958343744278,2.054217674732208,0.0
range_ratio_48,volatility,built,2019-06-21 17:30:00+00:00,0.770732131736165,0,0.0,23.414634704589844,0.8151935338973999,2.6148617076873775,0.0
return_consistency_48,momentum,built,2019-06-21 17:30:00+00:00,0.770732131736165,0,0.0833333358168602,0.8541666865348816,0.5,0.6666666865348816,0.0
positive_return_sum_48,momentum,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,0.00019114164751954377,0.4186790883541107,0.026543283835053444,0.11533202007412803,0.0
negative_return_sum_48,momentum,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,-0.5272113084793091,-0.00030588818481191993,-0.026104476302862167,-0.007998957298696041,0.0
largest_positive_bar_48,momentum,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,3.1861338356975466e-05,0.11754720658063889,0.003445269539952278,0.01750696640461682,0.0
largest_negative_bar_48,momentum,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,-0.10114344209432602,-3.186032336088829e-05,-0.003476432990282774,-0.0010407993104308844,0.0
distance_rolling_high_48,price_location,built,2019-06-21 17:30:00+00:00,0.770732131736165,0,-0.24524715542793274,0.0,-0.006341613829135895,-7.372456457233056e-05,0.0
distance_rolling_low_48,price_location,built,2019-06-21 17:30:00+00:00,0.770732131736165,0,0.0,0.30965250730514526,0.00703288521617651,0.05163447704166155,0.0
range_position_48,price_location,built,2019-06-21 17:30:00+00:00,0.770732131736165,0,0.0,1.0,0.52173912525177,0.9954338073730469,0.0
breakout_magnitude_48,momentum,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,0.0,0.11185184866189957,0.0,0.001329143568873389,0.0
breakdown_magnitude_48,momentum,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,-0.08943706005811691,0.0,0.0,0.0,0.0
volume_acceleration_48,volume,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,-0.8787094354629517,5.4341511726379395,-0.0887928456068039,0.623457542657852,0.0
volatility_acceleration_48,volatility,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,-0.9494295716285706,0.42692044377326965,-0.1312446892261505,0.2790992265939711,0.0
rolling_vwap_distance_48,vwap,built,2019-06-21 17:30:00+00:00,0.770732131736165,0,-0.1479891836643219,0.1497207134962082,0.00017197869601659477,0.019317525047808832,0.0
volume_range_ratio_48,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_48,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_48,volatility,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,-6.865727424621582,6.87480354309082,0.0,2.4079349803924517,0.0
relative_volume_prior_48,volume,built,2019-06-21 17:35:00+00:00,0.7786687626243362,0,0.02663249708712101,133.67140197753906,0.9525614976882935,9.181426029205243,0.0
relative_volume_inclusive_48,volume,built,2019-06-21 17:30:00+00:00,0.770732131736165,0,0.029125910252332687,35.62265396118164,0.9462298154830933,7.771290888786313,0.0
return_60,momentum,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,-0.24441540241241455,0.2597639858722687,0.0002938913239631802,0.04699449349194769,0.0
log_return_60,momentum,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,-0.2802635431289673,0.23092438280582428,0.00029384816298261285,0.04592367082834248,0.0
realized_vol_60,volatility,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,2.805499934765976e-05,0.021916579455137253,0.0015060980804264545,0.006173287737183276,0.0
downside_vol_60,volatility,built,2019-06-21 16:10:00+00:00,0.7209879450333649,0,1.7005508198053576e-05,0.024775993078947067,0.0010979017242789268,0.004779989887028955,0.0
upside_vol_60,volatility,built,2019-06-21 15:40:00+00:00,0.7173598235496621,0,1.6371883248211816e-05,0.023988043889403343,0.0010766444029286504,0.005094537511467934,0.0
return_vol_ratio_60,momentum,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,-39.11030197143555,42.1101188659668,0.21514847874641418,18.753978481292727,0.0
volume_sum_60,volume,built,2019-06-21 18:30:00+00:00,0.862400189185525,0,91515.0,527237600.0,3635226.0,79856393.67999993,0.0
volume_mean_60,volume,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,1525.25,8787293.0,60189.984375,1336002.6025000003,0.0
relative_volume_60,volume,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,0.04666677862405777,116.01385498046875,1.0992976427078247,10.453035573959376,0.0
dollar_volume_mean_60,volume,built,2019-06-21 18:30:00+00:00,0.862400189185525,0,26178.162109375,1070706112.0,5430370.0,280060494.7199998,0.0
range_mean_60,volatility,built,2019-06-21 18:30:00+00:00,0.862400189185525,0,0.005598958116024733,13.61652660369873,0.2067825049161911,2.074071495532989,0.0
range_ratio_60,volatility,built,2019-06-21 18:30:00+00:00,0.862400189185525,0,0.0,24.553722381591797,0.8169327974319458,2.6500114703178403,0.0
return_consistency_60,momentum,built,2019-06-21 18:30:00+00:00,0.862400189185525,0,0.11666666716337204,0.8166666626930237,0.4833333194255829,0.6499999761581421,0.0
positive_return_sum_60,momentum,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,0.0005678343586623669,0.4609353244304657,0.03424791991710663,0.14361605897545837,0.0
negative_return_sum_60,momentum,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,-0.49173229932785034,-0.0004806842189282179,-0.033735692501068115,-0.010913515919819459,0.0
largest_positive_bar_60,momentum,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,6.555370782734826e-05,0.11754720658063889,0.0038337544538080692,0.019156708363443666,0.0
largest_negative_bar_60,momentum,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,-0.10114344209432602,-4.36986556451302e-05,-0.003881090087816119,-0.001192573574371636,0.0
distance_rolling_high_60,price_location,built,2019-06-21 18:30:00+00:00,0.862400189185525,0,-0.24858756363391876,0.0,-0.007341306656599045,-9.384384611621499e-05,0.0
distance_rolling_low_60,price_location,built,2019-06-21 18:30:00+00:00,0.862400189185525,0,0.0,0.2733723819255829,0.008265058510005474,0.059637743644416326,0.0
range_position_60,price_location,built,2019-06-21 18:30:00+00:00,0.862400189185525,0,0.0,1.0,0.5242718458175659,0.9949495196342468,0.0
breakout_magnitude_60,momentum,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,0.0,0.0584157295525074,0.0,0.0012876641540788129,0.0
breakdown_magnitude_60,momentum,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,-0.07608762383460999,0.0,0.0,0.0,0.0
volume_acceleration_60,volume,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,-0.8587100505828857,3.7329659461975098,-0.10218264162540436,0.548803092241288,0.0
volatility_acceleration_60,volatility,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,-0.866564929485321,0.42125043272972107,-0.1702093780040741,0.25677882164716725,0.0
rolling_vwap_distance_60,vwap,built,2019-06-21 18:30:00+00:00,0.862400189185525,0,-0.1381222903728485,0.1458292007446289,0.00022767126210965216,0.021946921013295644,0.0
volume_range_ratio_60,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_60,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_60,volatility,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,-7.647452354431152,7.598404884338379,0.0,2.440656986236573,0.0
relative_volume_prior_60,volume,built,2019-06-21 18:35:00+00:00,0.869786564193407,0,0.04666677862405777,116.01385498046875,1.0992976427078247,10.453035573959376,0.0
relative_volume_inclusive_60,volume,built,2019-06-21 18:30:00+00:00,0.862400189185525,0,0.04773777350783348,39.87906265258789,1.077723741531372,8.94502739906311,0.0
return_78,momentum,built,,1.0,0,,,,,0.0
log_return_78,momentum,built,,1.0,0,,,,,0.0
realized_vol_78,volatility,built,,1.0,0,,,,,0.0
downside_vol_78,volatility,built,2019-06-21 16:55:00+00:00,0.8206659896562614,0,2.8381316951708868e-05,0.020834241062402725,0.0011922360863536596,0.004897837992757564,0.0
upside_vol_78,volatility,built,2019-06-21 16:40:00+00:00,0.8164903757139782,0,3.25177279592026e-05,0.02135033719241619,0.0011576386168599129,0.005226579341106117,0.0
return_vol_ratio_78,momentum,built,,1.0,0,,,,,0.0
volume_sum_78,volume,built,2019-06-21 20:00:00+00:00,0.99286308660639,0,172634.0,667012800.0,6156227.0,122032851.84000005,0.0
volume_mean_78,volume,built,,1.0,0,,,,,0.0
relative_volume_78,volume,built,,1.0,0,,,,,0.0
dollar_volume_mean_78,volume,built,2019-06-21 20:00:00+00:00,0.99286308660639,0,61049.45703125,1035145344.0,7048531.5,330887601.92000073,0.0
range_mean_78,volatility,built,2019-06-21 20:00:00+00:00,0.99286308660639,0,0.0073328204452991486,12.225325584411621,0.2369871735572815,2.2923614454269465,0.0
range_ratio_78,volatility,built,2019-06-21 20:00:00+00:00,0.99286308660639,0,0.043774235993623734,18.125328063964844,1.0433341264724731,2.9561705255508435,0.0
return_consistency_78,momentum,built,2019-06-21 20:00:00+00:00,0.99286308660639,0,0.1794871836900711,0.7435897588729858,0.4871794879436493,0.6153846383094788,0.0
positive_return_sum_78,momentum,built,,1.0,0,,,,,0.0
negative_return_sum_78,momentum,built,,1.0,0,,,,,0.0
largest_positive_bar_78,momentum,built,,1.0,0,,,,,0.0
largest_negative_bar_78,momentum,built,,1.0,0,,,,,0.0
distance_rolling_high_78,price_location,built,2019-06-21 20:00:00+00:00,0.99286308660639,0,-0.23258456587791443,0.0,-0.010310889221727848,-0.00017256713559617992,0.0
distance_rolling_low_78,price_location,built,2019-06-21 20:00:00+00:00,0.99286308660639,0,0.0,0.2861122190952301,0.011485826224088669,0.08225139260292055,0.0
range_position_78,price_location,built,2019-06-21 20:00:00+00:00,0.99286308660639,0,0.0,1.0,0.5184770226478577,0.9935204982757568,0.0
breakout_magnitude_78,momentum,built,,1.0,0,,,,,0.0
breakdown_magnitude_78,momentum,built,,1.0,0,,,,,0.0
volume_acceleration_78,volume,built,,1.0,0,,,,,0.0
volatility_acceleration_78,volatility,built,,1.0,0,,,,,0.0
rolling_vwap_distance_78,vwap,built,2019-06-21 20:00:00+00:00,0.99286308660639,0,-0.11133413016796112,0.1027068942785263,0.0002599931904114783,0.026667219251394318,0.0
volume_range_ratio_78,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_78,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_78,volatility,built,,1.0,0,,,,,0.0
relative_volume_prior_78,volume,built,,1.0,0,,,,,0.0
relative_volume_inclusive_78,volume,built,2019-06-21 20:00:00+00:00,0.99286308660639,0,0.754787266254425,42.4100227355957,5.597918510437012,13.95403945922857,0.0
intraday_return_1,momentum,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-0.10114344209432602,0.22558139264583588,0.0,0.006563786370679737,0.0
continuous_return_1,momentum,built,2019-06-21 13:40:00+00:00,1.3817108544776266e-05,0,-0.3948076069355011,3.830090284347534,0.0,0.00772389671765269,0.0
return_since_open,opening,built,2019-06-21 13:35:00+00:00,0.0,0,-0.38268157839775085,0.5279387831687927,6.806888268329203e-05,0.049489865005016315,0.0
overnight_gap,opening,built,2019-06-24 13:35:00+00:00,0.0009319430363322125,0,-0.3880389332771301,4.349733829498291,0.015809541568160057,0.5065253376960754,0.0
previous_session_return,momentum,built,2019-06-25 13:35:00+00:00,0.0018404388581641986,0,-0.42227259278297424,3.7032485008239746,0.0006325910799205303,0.07610973715782166,0.0
bar_range_pct,volatility,built,2019-06-21 13:35:00+00:00,0.0,0,0.0,0.18216319382190704,0.0020287141669541597,0.013341451883316032,0.0
body_to_range,bar_structure,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,0.0,1.0,0.5,1.0,0.0
upper_wick_to_range,bar_structure,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,0.0,1.0,0.20000000298023224,0.8518518805503845,0.0
lower_wick_to_range,bar_structure,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,0.0,1.0,0.2083333283662796,0.8571428656578064,0.0
close_location,bar_structure,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,0.0,1.0,0.5,1.0,0.0
distance_session_vwap,vwap,built,2019-06-21 13:35:00+00:00,0.0,0,-0.23586055636405945,0.22246232628822327,1.9700521079357713e-05,0.02073244512081146,0.0
distance_session_high,vwap,built,2019-06-21 13:35:00+00:00,0.0,0,-0.3861111104488373,0.0,-0.007956490851938725,-2.984564569487725e-05,0.0
distance_session_low,vwap,built,2019-06-21 13:35:00+00:00,0.0,0,0.0,0.5778665542602539,0.008571382611989975,0.062182222604751536,0.0
minutes_since_open,calendar,built,2019-06-21 13:35:00+00:00,0.0,0,5.0,390.0,195.0,390.0,0.0
day_of_week,calendar,built,2019-06-21 13:35:00+00:00,0.0,0,0.0,4.0,2.0,4.0,0.0
bar_return,bar_structure,built,2019-06-21 13:35:00+00:00,0.0,0,-0.1011306568980217,0.21709007024765015,0.0,0.006851102933287612,0.0
bar_log_return,bar_structure,built,2019-06-21 13:35:00+00:00,0.0,0,-0.10661758482456207,0.19646282494068146,0.0,0.006827740781009188,0.0
body_pct,bar_structure,built,2019-06-21 13:35:00+00:00,0.0,0,-0.1011306568980217,0.21709007024765015,0.0,0.006851102933287612,0.0
absolute_body_pct,bar_structure,built,2019-06-21 13:35:00+00:00,0.0,0,0.0,0.21709007024765015,0.0009142808266915381,0.008937266021966924,0.0
inside_bar,bar_structure,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,0.0,1.0,0.0,1.0,0.0
outside_bar,bar_structure,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,0.0,1.0,0.0,1.0,0.0
higher_high,bar_structure,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,0.0,1.0,0.0,1.0,0.0
higher_low,bar_structure,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,0.0,1.0,1.0,1.0,0.0
lower_high,bar_structure,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,0.0,1.0,0.0,1.0,0.0
lower_low,bar_structure,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,0.0,1.0,0.0,1.0,0.0
session_range_position,price_location,built,2019-06-21 13:35:00+00:00,0.0,0,0.0,1.0,0.5120967626571655,0.9985422492027283,0.0
cumulative_volume,volume,built,2019-06-21 13:35:00+00:00,0.0,0,837.0,667012800.0,1294119.0,58416447.67999999,0.0
current_volume_share,volume,built,2019-06-21 13:35:00+00:00,0.0,0,0.0004853905993513763,1.0,0.02111855149269104,1.0,0.0
vwap_slope,vwap,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-34.642372131347656,31.90348243713379,0.00015167469973675907,0.27253234982490593,0.0
vwap_cross,vwap,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,0.0,1.0,0.0,1.0,0.0
consecutive_positive_bars,momentum,built,2019-06-21 13:35:00+00:00,0.0,0,0.0,28.0,0.0,6.0,0.0
consecutive_negative_bars,momentum,built,2019-06-21 13:35:00+00:00,0.0,0,0.0,21.0,0.0,5.0,0.0
month,calendar,built,2019-06-21 13:35:00+00:00,0.0,0,1.0,12.0,7.0,12.0,0.0
quarter,calendar,built,2019-06-21 13:35:00+00:00,0.0,0,1.0,4.0,3.0,4.0,0.0
minute_of_session,calendar,built,2019-06-21 13:35:00+00:00,0.0,0,5.0,390.0,195.0,390.0,0.0
minutes_until_close,calendar,built,2019-06-21 13:35:00+00:00,0.0,0,0.0,385.0,190.0,385.0,0.0
decision_time_bucket,calendar,built,2019-06-21 13:35:00+00:00,0.0,0,0.0,13.0,6.0,13.0,0.0
decision_time_sin,calendar,built,2019-06-21 13:35:00+00:00,0.0,0,-0.999189019203186,0.999189019203186,1.2246468525851679e-16,0.999189019203186,0.0
decision_time_cos,calendar,built,2019-06-21 13:35:00+00:00,0.0,0,-1.0,1.0,0.04026594012975693,1.0,0.0
opening_return_5m,opening,built,2019-06-21 13:35:00+00:00,0.050112810410764215,0,-0.09474591165781021,0.12848135828971863,0.0,0.02178150601685047,0.0
opening_range_5m,opening,built,2019-06-21 13:35:00+00:00,0.050112810410764215,0,0.00012750223686452955,0.15039578080177307,0.008861907757818699,0.03813714534044266,0.0
opening_volume_5m,opening,built,2019-06-21 13:35:00+00:00,0.050112810410764215,0,1348.0,46687044.0,139575.0,5571630.0,0.0
