name,description,horizon_minutes,entry_definition,exit_definition,classification,overlaps,tier,price_basis
fwd_return_45m_beta_residual,Raw return over next 45 minutes minus prior-only beta times benchmark return,45.0,first bar open at/after decision availability,first close at/after entry plus 45 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_50m_beta_residual,Raw return over next 50 minutes minus prior-only beta times benchmark return,50.0,first bar open at/after decision availability,first close at/after entry plus 50 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_55m_beta_residual,Raw return over next 55 minutes minus prior-only beta times benchmark return,55.0,first bar open at/after decision availability,first close at/after entry plus 55 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_60m_beta_residual,Raw return over next 60 minutes minus prior-only beta times benchmark return,60.0,first bar open at/after decision availability,first close at/after entry plus 60 minutes,beta_residual,True,primary,raw_execution_price
fwd_return_65m_beta_residual,Raw return over next 65 minutes minus prior-only beta times benchmark return,65.0,first bar open at/after decision availability,first close at/after entry plus 65 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_70m_beta_residual,Raw return over next 70 minutes minus prior-only beta times benchmark return,70.0,first bar open at/after decision availability,first close at/after entry plus 70 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_75m_beta_residual,Raw return over next 75 minutes minus prior-only beta times benchmark return,75.0,first bar open at/after decision availability,first close at/after entry plus 75 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_80m_beta_residual,Raw return over next 80 minutes minus prior-only beta times benchmark return,80.0,first bar open at/after decision availability,first close at/after entry plus 80 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_85m_beta_residual,Raw return over next 85 minutes minus prior-only beta times benchmark return,85.0,first bar open at/after decision availability,first close at/after entry plus 85 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_90m_beta_residual,Raw return over next 90 minutes minus prior-only beta times benchmark return,90.0,first bar open at/after decision availability,first close at/after entry plus 90 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_95m_beta_residual,Raw return over next 95 minutes minus prior-only beta times benchmark return,95.0,first bar open at/after decision availability,first close at/after entry plus 95 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_100m_beta_residual,Raw return over next 100 minutes minus prior-only beta times benchmark return,100.0,first bar open at/after decision availability,first close at/after entry plus 100 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_105m_beta_residual,Raw return over next 105 minutes minus prior-only beta times benchmark return,105.0,first bar open at/after decision availability,first close at/after entry plus 105 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_110m_beta_residual,Raw return over next 110 minutes minus prior-only beta times benchmark return,110.0,first bar open at/after decision availability,first close at/after entry plus 110 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_115m_beta_residual,Raw return over next 115 minutes minus prior-only beta times benchmark return,115.0,first bar open at/after decision availability,first close at/after entry plus 115 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_120m_beta_residual,Raw return over next 120 minutes minus prior-only beta times benchmark return,120.0,first bar open at/after decision availability,first close at/after entry plus 120 minutes,beta_residual,True,primary,raw_execution_price
fwd_return_125m_beta_residual,Raw return over next 125 minutes minus prior-only beta times benchmark return,125.0,first bar open at/after decision availability,first close at/after entry plus 125 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_130m_beta_residual,Raw return over next 130 minutes minus prior-only beta times benchmark return,130.0,first bar open at/after decision availability,first close at/after entry plus 130 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_135m_beta_residual,Raw return over next 135 minutes minus prior-only beta times benchmark return,135.0,first bar open at/after decision availability,first close at/after entry plus 135 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_140m_beta_residual,Raw return over next 140 minutes minus prior-only beta times benchmark return,140.0,first bar open at/after decision availability,first close at/after entry plus 140 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_145m_beta_residual,Raw return over next 145 minutes minus prior-only beta times benchmark return,145.0,first bar open at/after decision availability,first close at/after entry plus 145 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_150m_beta_residual,Raw return over next 150 minutes minus prior-only beta times benchmark return,150.0,first bar open at/after decision availability,first close at/after entry plus 150 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_155m_beta_residual,Raw return over next 155 minutes minus prior-only beta times benchmark return,155.0,first bar open at/after decision availability,first close at/after entry plus 155 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_160m_beta_residual,Raw return over next 160 minutes minus prior-only beta times benchmark return,160.0,first bar open at/after decision availability,first close at/after entry plus 160 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_165m_beta_residual,Raw return over next 165 minutes minus prior-only beta times benchmark return,165.0,first bar open at/after decision availability,first close at/after entry plus 165 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_170m_beta_residual,Raw return over next 170 minutes minus prior-only beta times benchmark return,170.0,first bar open at/after decision availability,first close at/after entry plus 170 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_175m_beta_residual,Raw return over next 175 minutes minus prior-only beta times benchmark return,175.0,first bar open at/after decision availability,first close at/after entry plus 175 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_180m_beta_residual,Raw return over next 180 minutes minus prior-only beta times benchmark return,180.0,first bar open at/after decision availability,first close at/after entry plus 180 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_185m_beta_residual,Raw return over next 185 minutes minus prior-only beta times benchmark return,185.0,first bar open at/after decision availability,first close at/after entry plus 185 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_190m_beta_residual,Raw return over next 190 minutes minus prior-only beta times benchmark return,190.0,first bar open at/after decision availability,first close at/after entry plus 190 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_195m_beta_residual,Raw return over next 195 minutes minus prior-only beta times benchmark return,195.0,first bar open at/after decision availability,first close at/after entry plus 195 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_200m_beta_residual,Raw return over next 200 minutes minus prior-only beta times benchmark return,200.0,first bar open at/after decision availability,first close at/after entry plus 200 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_205m_beta_residual,Raw return over next 205 minutes minus prior-only beta times benchmark return,205.0,first bar open at/after decision availability,first close at/after entry plus 205 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_210m_beta_residual,Raw return over next 210 minutes minus prior-only beta times benchmark return,210.0,first bar open at/after decision availability,first close at/after entry plus 210 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_215m_beta_residual,Raw return over next 215 minutes minus prior-only beta times benchmark return,215.0,first bar open at/after decision availability,first close at/after entry plus 215 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_220m_beta_residual,Raw return over next 220 minutes minus prior-only beta times benchmark return,220.0,first bar open at/after decision availability,first close at/after entry plus 220 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_225m_beta_residual,Raw return over next 225 minutes minus prior-only beta times benchmark return,225.0,first bar open at/after decision availability,first close at/after entry plus 225 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_230m_beta_residual,Raw return over next 230 minutes minus prior-only beta times benchmark return,230.0,first bar open at/after decision availability,first close at/after entry plus 230 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_235m_beta_residual,Raw return over next 235 minutes minus prior-only beta times benchmark return,235.0,first bar open at/after decision availability,first close at/after entry plus 235 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_240m_beta_residual,Raw return over next 240 minutes minus prior-only beta times benchmark return,240.0,first bar open at/after decision availability,first close at/after entry plus 240 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_245m_beta_residual,Raw return over next 245 minutes minus prior-only beta times benchmark return,245.0,first bar open at/after decision availability,first close at/after entry plus 245 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_250m_beta_residual,Raw return over next 250 minutes minus prior-only beta times benchmark return,250.0,first bar open at/after decision availability,first close at/after entry plus 250 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_255m_beta_residual,Raw return over next 255 minutes minus prior-only beta times benchmark return,255.0,first bar open at/after decision availability,first close at/after entry plus 255 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_260m_beta_residual,Raw return over next 260 minutes minus prior-only beta times benchmark return,260.0,first bar open at/after decision availability,first close at/after entry plus 260 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_265m_beta_residual,Raw return over next 265 minutes minus prior-only beta times benchmark return,265.0,first bar open at/after decision availability,first close at/after entry plus 265 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_270m_beta_residual,Raw return over next 270 minutes minus prior-only beta times benchmark return,270.0,first bar open at/after decision availability,first close at/after entry plus 270 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_275m_beta_residual,Raw return over next 275 minutes minus prior-only beta times benchmark return,275.0,first bar open at/after decision availability,first close at/after entry plus 275 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_280m_beta_residual,Raw return over next 280 minutes minus prior-only beta times benchmark return,280.0,first bar open at/after decision availability,first close at/after entry plus 280 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_285m_beta_residual,Raw return over next 285 minutes minus prior-only beta times benchmark return,285.0,first bar open at/after decision availability,first close at/after entry plus 285 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_290m_beta_residual,Raw return over next 290 minutes minus prior-only beta times benchmark return,290.0,first bar open at/after decision availability,first close at/after entry plus 290 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_295m_beta_residual,Raw return over next 295 minutes minus prior-only beta times benchmark return,295.0,first bar open at/after decision availability,first close at/after entry plus 295 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_300m_beta_residual,Raw return over next 300 minutes minus prior-only beta times benchmark return,300.0,first bar open at/after decision availability,first close at/after entry plus 300 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_305m_beta_residual,Raw return over next 305 minutes minus prior-only beta times benchmark return,305.0,first bar open at/after decision availability,first close at/after entry plus 305 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_310m_beta_residual,Raw return over next 310 minutes minus prior-only beta times benchmark return,310.0,first bar open at/after decision availability,first close at/after entry plus 310 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_315m_beta_residual,Raw return over next 315 minutes minus prior-only beta times benchmark return,315.0,first bar open at/after decision availability,first close at/after entry plus 315 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_320m_beta_residual,Raw return over next 320 minutes minus prior-only beta times benchmark return,320.0,first bar open at/after decision availability,first close at/after entry plus 320 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_325m_beta_residual,Raw return over next 325 minutes minus prior-only beta times benchmark return,325.0,first bar open at/after decision availability,first close at/after entry plus 325 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_330m_beta_residual,Raw return over next 330 minutes minus prior-only beta times benchmark return,330.0,first bar open at/after decision availability,first close at/after entry plus 330 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_335m_beta_residual,Raw return over next 335 minutes minus prior-only beta times benchmark return,335.0,first bar open at/after decision availability,first close at/after entry plus 335 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_340m_beta_residual,Raw return over next 340 minutes minus prior-only beta times benchmark return,340.0,first bar open at/after decision availability,first close at/after entry plus 340 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_345m_beta_residual,Raw return over next 345 minutes minus prior-only beta times benchmark return,345.0,first bar open at/after decision availability,first close at/after entry plus 345 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_350m_beta_residual,Raw return over next 350 minutes minus prior-only beta times benchmark return,350.0,first bar open at/after decision availability,first close at/after entry plus 350 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_355m_beta_residual,Raw return over next 355 minutes minus prior-only beta times benchmark return,355.0,first bar open at/after decision availability,first close at/after entry plus 355 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_360m_beta_residual,Raw return over next 360 minutes minus prior-only beta times benchmark return,360.0,first bar open at/after decision availability,first close at/after entry plus 360 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_365m_beta_residual,Raw return over next 365 minutes minus prior-only beta times benchmark return,365.0,first bar open at/after decision availability,first close at/after entry plus 365 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_370m_beta_residual,Raw return over next 370 minutes minus prior-only beta times benchmark return,370.0,first bar open at/after decision availability,first close at/after entry plus 370 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_375m_beta_residual,Raw return over next 375 minutes minus prior-only beta times benchmark return,375.0,first bar open at/after decision availability,first close at/after entry plus 375 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_380m_beta_residual,Raw return over next 380 minutes minus prior-only beta times benchmark return,380.0,first bar open at/after decision availability,first close at/after entry plus 380 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_385m_beta_residual,Raw return over next 385 minutes minus prior-only beta times benchmark return,385.0,first bar open at/after decision availability,first close at/after entry plus 385 minutes,beta_residual,True,exploratory,raw_execution_price
fwd_return_eod_beta_residual,Raw return from next actionable open to scheduled RTH close minus prior-only beta times benchmark return,,first bar open at/after decision availability,scheduled final complete RTH bar close,beta_residual,True,primary,raw_execution_price
